StockCode,Description,Total_Demand,Avg_Daily_Demand,Daily_Std,Safety_Stock,Reorder_Point,Recommended_Order_Qty,Forecast_Adj_Demand,Forecast_Reorder_Point,Total_Revenue
23439,HAND WARMER RED LOVE HEART,3762,5.1,50.98454087188963,223,259,294,4.33,253,7660.200000000001
23263,SET OF 3 WOODEN HEART DECORATIONS,3747,5.08,25.947288824903122,113,149,184,4.31,143,4829.08
21955,UNION JACK GUNS & ROSES  DOORMAT,3744,5.07,39.21387381637424,171,206,242,4.3,201,21288.2
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,3735,5.06,41.916030369699875,183,218,254,4.3,213,3076.29
22274,FELTCRAFT DOLL EMILY,3728,5.05,21.70559700456447,95,130,166,4.29,125,10383.660000000002
22963,JAM JAR WITH BLUE LID,3721,5.04,39.008286253005224,170,205,241,4.28,200,2954.5899999999997
22991,GIRAFFE WOODEN RULER,3710,5.03,59.17490070084263,258,293,328,4.27,288,6820.74
22754,SMALL RED BABUSHKA NOTEBOOK ,3710,5.03,30.172568439825007,132,167,202,4.27,162,2668.96
21718,RED METAL BEACH SPADE ,3706,5.02,36.999425502333345,162,197,232,4.26,192,4431.32
72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,3700,5.01,44.075175132858256,192,227,262,4.25,222,1470.84
20750, RED/WHITE DOT MINI CASES,3694,5.01,10.62806795637101,46,81,116,4.25,76,26581.78
22938,CUPCAKE LACE PAPER SET 6,3690,5.0,25.425703398970843,111,146,181,4.24,141,6837.679999999999
23172,REGENCY TEA PLATE PINK,3688,5.0,36.761599299028894,160,195,230,4.24,190,5793.28
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,3679,4.99,26.555511476554734,116,151,186,4.24,146,7104.89
79164,BLACK WINE GLASS,3660,4.96,160.8908532722313,702,737,771,4.21,731,2625.6
22837,HOT WATER BOTTLE BABUSHKA ,3658,4.96,62.3075290841689,272,307,341,4.21,301,16376.9
21281,VINTAGE KITCHEN PRINT SEAFOOD,3650,4.95,351.2125200419743,1533,1568,1602,4.2,1562,1567.5
22505,MEMO BOARD COTTAGE DESIGN,3648,4.94,19.34031725203201,84,119,153,4.19,113,16812.74
23318,BOX OF 6 MINI VINTAGE CRACKERS,3647,4.94,40.71590081329161,178,213,247,4.19,207,8350.41
23275,SET OF 3 HANGING OWLS OLLIE BEAK,3642,4.93,46.99460373940956,205,240,274,4.19,234,4327.42
17039,INLAID WOOD INCENSE HOLDER,3641,4.93,235.39231481066065,1028,1063,1097,4.19,1057,813.0899999999999
37446,MINI CAKE STAND WITH HANGING CAKES,3615,4.9,25.27806477648998,110,144,179,4.16,139,4837.15
22730,ALARM CLOCK BAKELIKE IVORY,3615,4.9,22.57322297007933,99,133,168,4.16,128,13566.5
22748,POPPY'S PLAYHOUSE KITCHEN,3604,4.88,23.063758427910493,101,135,169,4.14,130,7414.61
20778,GARDEN PATH NOTEBOOK ,3600,4.88,398.37205848539554,1739,1773,1807,4.14,1768,900.0
22755,SMALL PURPLE BABUSHKA NOTEBOOK ,3589,4.86,25.007281249881487,109,143,177,4.13,138,2663.7
22752,SET 7 BABUSHKA NESTING BOXES,3579,4.85,32.1620844935883,140,174,208,4.12,169,28023.09
22049,WRAP CHRISTMAS SCREEN PRINT,3575,4.84,39.30034481548087,172,206,240,4.11,201,1035.75
20977,36 PENCILS TUBE WOODLAND,3572,4.84,14.780698330998097,65,99,133,4.11,94,4437.64
21622,VINTAGE UNION JACK CUSHION COVER,3563,4.83,40.690351334615166,178,212,246,4.1,207,18723.17
85221,ASSORTED COLOUR SILK COIN PURSE,3551,4.81,159.33083385445454,696,730,763,4.08,725,1667.5900000000001
23215,JINGLE BELL HEART ANTIQUE SILVER,3547,4.81,81.54222627339614,356,390,423,4.08,385,6962.04
22732,3D VINTAGE CHRISTMAS STICKERS ,3543,4.8,37.60990975575479,164,198,231,4.08,193,4358.59
21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",3543,4.8,15.838869320878711,69,103,136,4.08,98,16242.17
23319,BOX OF 6 MINI 50'S CRACKERS,3539,4.8,41.56107023076356,181,215,248,4.08,210,8216.79
21932,SCANDINAVIAN PAISLEY PICNIC BAG,3533,4.79,25.010407108777326,109,143,176,4.07,137,7302.76
20777,CHRYSANTHEMUM NOTEBOOK,3532,4.79,348.82905347530846,1523,1557,1590,4.07,1551,1027.8
22331,WOODLAND PARTY BAG + STICKER SET,3529,4.78,25.142617444905284,110,143,177,4.06,138,5570.21
23493,VINTAGE DOILY TRAVEL SEWING KIT,3522,4.77,45.292600569784156,198,231,265,4.05,226,6747.9
22052,VINTAGE CARAVAN GIFT WRAP,3521,4.77,22.706347243187427,99,132,166,4.05,127,1458.82
22892,SALT AND PEPPER SHAKERS TOADSTOOLS,3519,4.77,18.430396816621194,80,113,147,4.05,108,4289.31
47599B,BLUE PARTY BAGS ,3517,4.77,33.22031903475123,145,178,212,4.05,173,6636.14
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3516,4.76,17.35105104401505,76,109,143,4.04,104,12816.58
20775,DAISY NOTEBOOK ,3515,4.76,465.5325122748324,2032,2065,2099,4.04,2060,759.75
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,3499,4.74,56.46317204465681,246,279,312,4.02,274,884.4599999999999
21207,SKULL AND CROSSBONES  GARLAND ,3495,4.74,56.455803950272404,246,279,312,4.02,274,5361.95
22127,PARTY CONES CARNIVAL ASSORTED,3475,4.71,66.07075654724717,288,321,354,4.0,316,4035.95
21279,VINTAGE KITCHEN PRINT FRUITS,3471,4.7,313.59746507520833,1369,1402,1435,3.99,1397,1343.85
21591,COSY HOUR CIGAR BOX MATCHES ,3470,4.7,20.78469454036294,91,124,157,3.99,119,4305.58
46000S,POLYESTER FILLER PAD 40x40cm,3466,4.7,14.98369799556896,65,98,131,3.99,93,5025.7
21033,JUMBO BAG CHARLIE AND LOLA TOYS,3449,4.67,47.51567592647284,207,240,272,3.96,235,6574.9
21260,FIRST AID TIN,3449,4.67,36.41331831119513,159,192,224,3.96,187,10932.35
21590,KINGS CHOICE CIGAR BOX MATCHES ,3446,4.67,35.793316891211795,156,189,221,3.96,184,4138.78
22940,FELTCRAFT CHRISTMAS FAIRY,3446,4.67,29.50266758497282,129,162,194,3.96,157,14142.18
22745,POPPY'S PLAYHOUSE BEDROOM ,3439,4.66,23.474893631789314,102,135,167,3.96,130,7049.05
23503,PLAYING CARDS KEEP CALM & CARRY ON,3435,4.65,37.51715732757552,164,197,229,3.95,192,4246.71
22094,RED POLKA DOT TISSUE BOX,3435,4.65,51.91329200522739,227,260,292,3.95,255,2299.64
21912,VINTAGE SNAKES & LADDERS,3435,4.65,20.121351127640303,88,121,153,3.95,116,12337.97
22066,LOVE HEART TRINKET POT,3429,4.65,24.513216190050617,107,140,172,3.95,135,2671.0299999999997
20774,GREEN FERN NOTEBOOK,3428,4.64,379.39520228529847,1656,1688,1721,3.94,1684,856.2
23378,PACK OF 12 50'S CHRISTMAS TISSUES,3419,4.63,73.54922112440774,321,353,386,3.93,349,1272.9299999999998
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,3415,4.63,59.695766724789024,261,293,326,3.93,289,2981.48
23182,TOILET SIGN OCCUPIED OR VACANT,3414,4.63,21.754039013468372,95,127,160,3.93,123,2837.57
16048,TEATIME ROUND PENCIL SHARPENER ,3414,4.63,115.37681259115173,504,536,569,3.93,532,498.78
22432,WATERING CAN PINK BUNNY,3411,4.62,19.54100268259518,85,117,150,3.92,112,6249.349999999999
21355,TOAST ITS - I LOVE YOU ,3411,4.62,40.771290859860855,178,210,243,3.92,205,4072.15
22920,HERB MARKER BASIL,3411,4.62,129.13779104187367,564,596,629,3.92,591,2053.65
21588,RETRO SPOT GIANT  TUBE MATCHES,3398,4.6,36.0902256939475,158,190,222,3.91,185,7868.400000000001
21714,CITRONELLA CANDLE GARDEN POT,3396,4.6,33.48930513557257,146,178,210,3.91,173,3756.12
85199L,LARGE HANGING IVORY & RED WOOD BIRD,3392,4.6,27.06273226788534,118,150,182,3.91,145,2150.08
22545,MINI JIGSAW BUNNIES,3382,4.58,46.49590789810918,203,235,267,3.89,230,1349.85
22548,HEADS AND TAILS SPORTING FUN,3370,4.57,23.444840976579265,102,134,166,3.88,129,3941.85
23326,HANGING MINI COLOURED BOTTLES,3370,4.57,86.32660882604705,377,409,441,3.88,404,2000.2199999999998
21903,MAN FLU METAL SIGN,3368,4.56,37.11977293726201,162,194,226,3.87,189,6628.9800000000005
21716,BOYS VINTAGE TIN SEASIDE BUCKET,3365,4.56,28.728956842464484,125,157,189,3.87,152,7818.53
35953,FOLKART STAR CHRISTMAS DECORATIONS,3361,4.55,40.44444852076819,177,209,241,3.86,204,1712.4099999999999
22733,3D STICKERS TRADITIONAL CHRISTMAS ,3352,4.54,28.481884267392164,124,156,188,3.85,151,4175.04
10133,COLOURING PENCILS BROWN TUBE,3351,4.54,26.66636555137047,116,148,180,3.85,143,1943.46
23354,6 GIFT TAGS 50'S CHRISTMAS ,3346,4.53,37.964612440439964,166,198,229,3.85,193,2753.42
22341,LOVE GARLAND PAINTED ZINC ,3345,4.53,87.89260012274903,384,416,447,3.85,411,5274.05
21890,S/6 WOODEN SKITTLES IN COTTON BAG,3344,4.53,34.88413496419629,152,184,215,3.85,179,9489.36
22339,CHRISTMAS TREE PAINTED ZINC ,3333,4.52,58.0531498650636,253,285,316,3.84,280,1251.79
22050,PINK PAISLEY ROSE GIFT WRAP,3325,4.51,29.177931374337966,127,159,190,3.83,154,1364.5
20773,BLUE PAISLEY NOTEBOOK,3321,4.5,326.2323044081543,1424,1456,1487,3.82,1451,919.65
21280,VINTAGE KITCHEN PRINT VEGETABLES,3316,4.49,241.4376420076814,1054,1085,1117,3.81,1081,1714.2
48116,DOOR MAT MULTICOLOUR STRIPE,3316,4.49,43.56394612475762,190,221,253,3.81,217,18859.15
23583,LUNCH BAG PAISLEY PARK  ,3315,4.49,72.19673414395304,315,346,378,3.81,342,5267.75
21527,RETRO SPOT TRADITIONAL TEAPOT ,3310,4.49,20.344713868877946,89,120,152,3.81,116,23685.54
22572,ROCKING HORSE GREEN CHRISTMAS ,3304,4.48,31.794477337063135,139,170,202,3.8,166,2708.56
22668,PINK BABY BUNTING,3301,4.47,16.70623563002991,73,104,136,3.79,100,9269.31
51014L,"FEATHER PEN,LIGHT PINK",3286,4.45,30.022021692290725,131,162,193,3.78,157,2055.36
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,3286,4.45,29.604344176871315,129,160,191,3.78,155,5225.22
21934,SKULL SHOULDER BAG,3284,4.45,22.657691584797586,99,130,161,3.78,125,5198.6
17033,"BROCADE PURSE,SMALL ARCH BUTTON",3279,4.44,92.27152020834185,403,434,465,3.77,429,867.55
23546,WRAP PAISLEY PARK ,3275,4.44,25.176843662185362,110,141,172,3.77,136,1375.5
20961,STRAWBERRY BATH SPONGE ,3275,4.44,26.721238003617767,117,148,179,3.77,143,4021.91
21533,RETRO SPOT LARGE MILK JUG,3273,4.43,10.386030764132206,45,76,107,3.76,71,15532.15
21888,BINGO SET,3269,4.43,16.366871463962884,71,102,133,3.76,97,12064.95
22984,"CARD, GINGHAM ROSE ",3266,4.43,25.61969543781193,112,143,174,3.76,138,1320.7
22543,MINI JIGSAW BAKE A CAKE ,3249,4.4,78.56709303587672,343,374,405,3.74,369,1263.67
21788,KIDS RAIN MAC BLUE,3242,4.39,29.115830903400337,127,158,188,3.73,153,2583.68
22904,CALENDAR PAPER CUT DESIGN,3241,4.39,24.95330305166908,109,140,170,3.73,135,9245.990000000002
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,3240,4.39,30.474643616007896,133,164,194,3.73,159,3953.81
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,3239,4.39,27.284637082960305,119,150,180,3.73,145,7592.37
22915,ASSORTED BOTTLE TOP  MAGNETS ,3228,4.37,43.26706612412044,189,220,250,3.71,215,1223.16
22051,BLUE SCANDINAVIAN PAISLEY WRAP,3225,4.37,21.095670931264653,92,123,153,3.71,118,1338.5
85227,SET/6 3D KIT CARDS FOR KIDS,3215,4.36,26.7898860577545,117,148,178,3.7,143,2665.73
22431,WATERING CAN BLUE ELEPHANT,3214,4.36,13.941456670450709,61,92,122,3.7,87,6072.999999999999
22377,BOTTLE BAG RETROSPOT ,3214,4.36,40.863112171331636,178,209,239,3.7,204,5745.49
16219,HOUSE SHAPE PENCIL SHARPENER,3206,4.34,98.45839488375744,430,460,491,3.68,456,371.01
22095,LADS ONLY TISSUE BOX,3206,4.34,68.20803733433002,298,328,359,3.68,324,3219.36
22089,PAPER BUNTING VINTAGE PAISLEY,3205,4.34,17.969427442067463,78,108,139,3.68,104,8868.7
21807,WHITE CHRISTMAS STAR DECORATION,3204,4.34,35.59087326714422,155,185,216,3.68,181,1337.04
20963,APPLE BATH SPONGE,3203,4.34,26.697326931521523,117,147,178,3.68,143,3935.54
20776,ABSTRACT CIRCLES NOTEBOOK,3188,4.32,452.6835617412091,1976,2006,2036,3.67,2002,700.1999999999999
22499,WOODEN UNION JACK BUNTING,3177,4.3,13.278696222313616,58,88,118,3.65,84,18322.68
22750,FELTCRAFT PRINCESS LOLA DOLL,3146,4.26,16.931773152417975,74,104,134,3.62,99,11495.76
16049,TEATIME GEL PENS ASST,3144,4.26,159.55689631618978,697,727,757,3.62,722,542.88
16008,SMALL FOLDING SCISSOR(POINTED EDGE),3143,4.26,64.92632258325672,283,313,343,3.62,308,423.46
47503K,ASSORTED FLORAL SECATEURS,3143,4.26,524.3248324131306,2289,2319,2349,3.62,2314,1297.65
20674,GREEN SPOTTY BOWL,3143,4.26,14.092177850191657,62,92,122,3.62,87,3806.84
22141,CHRISTMAS CRAFT TREE TOP ANGEL,3141,4.26,28.94358058607914,126,156,186,3.62,151,6419.38
20969,RED FLORAL FELTCRAFT SHOULDER BAG,3138,4.25,26.70179404604726,117,147,176,3.61,142,11335.41
21413,PERIWINKLE T-LIGHT HOLDER,3138,4.25,508.8465583693668,2221,2251,2280,3.61,2246,1067.1
22502,PICNIC BASKET WICKER SMALL,3128,4.24,15.483460910048116,68,98,127,3.6,93,55017.6
17109C,FLOWER FAIRY INCENSE ROSE,3124,4.23,716.7457179798316,3129,3159,3188,3.59,3154,661.23
22576,SWALLOW WOODEN CHRISTMAS DECORATION,3121,4.23,30.407289383406894,133,163,192,3.59,158,2640.37
22291,"SPRING DEC , HANGING CHICK CREAM",3120,4.23,37.70710713456426,165,195,224,3.59,190,4228.8
22737,RIBBON REEL CHRISTMAS PRESENT ,3120,4.23,22.621512180892395,99,129,158,3.59,124,5126.84
22622,BOX OF VINTAGE ALPHABET BLOCKS,3119,4.23,25.377013106850942,111,141,170,3.59,136,29731.56
35004C,SET OF 3 COLOURED  FLYING DUCKS,3100,4.2,35.63322542256336,156,185,215,3.57,181,14751.8
21422,PORCELAIN ROSE SMALL,3099,4.2,59.08137238599687,258,287,317,3.57,283,2484.91
23188,VINTAGE  2 METER FOLDING RULER,3098,4.2,25.124558053166755,110,139,169,3.57,135,5103.46
22075,6 RIBBONS ELEGANT CHRISTMAS ,3092,4.19,37.801738992232295,165,194,224,3.56,190,4437.98
48129,DOOR MAT TOPIARY,3089,4.19,31.55787294999871,138,167,197,3.56,163,18905.13
22792,FLUTED ANTIQUE CANDLE HOLDER,3072,4.16,25.86890024720804,113,142,171,3.53,138,2524.1
22427,ENAMEL FLOWER JUG CREAM,3072,4.16,12.082982039844733,53,82,111,3.53,78,17667.58
22378,WALL TIDY RETROSPOT ,3069,4.16,29.172385132152673,127,156,185,3.53,152,4898.96
23198,PANTRY MAGNETIC  SHOPPING LIST,3067,4.16,21.17681492401884,92,121,150,3.53,117,4346.99
23175,REGENCY MILK JUG PINK ,3066,4.15,75.28618218936418,329,358,387,3.52,354,9008.0
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,3062,4.15,28.000243903193173,122,151,180,3.52,147,2336.68
20749,ASSORTED COLOUR MINI CASES,3060,4.15,13.934954517094186,61,90,119,3.52,86,21830.84
23351,ROLL WRAP 50'S CHRISTMAS,3058,4.14,30.224941006121572,132,161,190,3.51,157,3699.02
22091,EMPIRE TISSUE BOX,3056,4.14,32.839711493842714,143,172,201,3.51,168,2167.18
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,3055,4.14,27.583913570132086,120,149,178,3.51,145,21914.02
21832,CHOCOLATE CALCULATOR,3053,4.14,27.56443386981962,120,149,178,3.51,145,4928.93
22132,RED LOVE HEART SHAPE CUP,3050,4.13,24.440035435568994,107,136,165,3.51,132,2526.98
85006,SET 4 NURSERY DES ROUND BOXES,3047,4.13,337.9516971104479,1475,1504,1533,3.51,1500,1280.45
23000,TRAVEL CARD WALLET TRANSPORT,3044,4.12,24.647224304699325,108,137,166,3.5,132,1275.6
22906,12 MESSAGE CARDS WITH ENVELOPES,3043,4.12,19.422500288649257,85,114,143,3.5,110,4852.95
22624,IVORY KITCHEN SCALES,3014,4.08,8.546242379840185,37,66,94,3.46,61,24946.68
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,3005,4.07,25.325958291712443,111,139,168,3.46,135,1666.21
22148,EASTER CRAFT 4 CHICKS ,3004,4.07,36.92667887724572,161,189,218,3.46,185,5449.8
22898,CHILDRENS APRON APPLE DESIGN,3004,4.07,17.641128322857533,77,105,134,3.46,101,5626.7
85066,CREAM SWEETHEART MINI CHEST,2997,4.06,13.352195892209112,58,86,115,3.45,82,35889.479999999996
22343,PARTY PIZZA DISH RED WHITE SPOT ,2997,4.06,42.435207688595256,185,213,242,3.45,209,1796.31
85049C,ROMANTIC PINKS RIBBONS ,2982,4.04,11.580341172647,51,79,108,3.43,75,3699.07
22613,PACK OF 20 SPACEBOY NAPKINS,2975,4.03,29.551677195842615,129,157,185,3.42,153,2313.5299999999997
22651,GENTLEMAN SHIRT REPAIR KIT ,2973,4.03,41.4968388595402,181,209,237,3.42,205,2399.13
85230F,JASMINE VOTIVE CANDLE,2968,4.02,134.33146317450124,586,614,642,3.41,610,732.0799999999999
23174,REGENCY SUGAR BOWL GREEN,2956,4.01,73.21010336351209,320,348,376,3.4,344,11575.54
23165,LARGE CERAMIC TOP STORAGE JAR,2954,4.0,31.949874653245924,139,167,195,3.4,163,4624.5
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,2952,4.0,50.59743076481255,221,249,277,3.4,245,928.32
16012,FOOD/DRINK SPUNGE STICKERS,2949,4.0,40.619419181124094,177,205,233,3.4,201,618.09
79323W, WHITE CHERRY LIGHTS,2948,3.99,31.097644287133885,136,164,192,3.39,160,17384.8
21395,BLUE SPOTTY BEAKER ,2944,3.99,36.16425723557115,158,186,214,3.39,182,1354.08
22109,FULL ENGLISH BREAKFAST PLATE,2939,3.98,18.268296957865964,80,108,136,3.38,104,10555.89
20682,RED SPOTTY CHILDS UMBRELLA,2938,3.98,11.309764081947115,49,77,105,3.38,73,9284.16
85232B,SET/3 RUSSIAN DOLL STACKING TINS,2936,3.98,31.884954002432696,139,167,195,3.38,163,14048.800000000001
22057,CERAMIC PLATE STRAWBERRY DESIGN,2924,3.96,43.088796364302645,188,216,243,3.36,212,3515.64
22207,FRYING PAN UNION FLAG,2920,3.96,27.939063722639197,122,150,177,3.36,146,11523.36
23322,LARGE WHITE HEART OF WICKER,2908,3.94,21.28531989326117,93,121,148,3.35,116,8184.700000000001
21770,OPEN CLOSED METAL SIGN,2901,3.93,48.44521210438071,211,239,266,3.34,234,13951.560000000001
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,2896,3.92,135.84862819437367,593,620,648,3.33,616,898.4
21809,CHRISTMAS HANGING TREE WITH BELL,2892,3.92,41.98776449679581,183,210,238,3.33,206,2231.83
22532,MAGIC DRAWING SLATE LEAP FROG ,2892,3.92,40.833521965770146,178,205,233,3.33,201,1105.2
21494,ROTATING LEAVES T-LIGHT HOLDER,2889,3.91,25.398396254705975,111,138,166,3.32,134,3750.28
22575,METAL MERRY CHRISTMAS WREATH,2888,3.91,26.214814049146884,114,141,169,3.32,137,5479.8
22729,ALARM CLOCK BAKELIKE ORANGE,2887,3.91,22.37952180043033,98,125,153,3.32,121,10637.94
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,2882,3.91,30.700697991134618,134,161,189,3.32,157,1158.5
21561,DINOSAUR LUNCHBOX WITH CUTLERY,2882,3.91,15.670520955636444,68,95,123,3.32,91,6867.63
22999,TRAVEL CARD WALLET RETRO PETALS,2875,3.9,39.77229669334001,174,201,229,3.31,197,1206.06
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,2871,3.89,21.38758037032502,93,120,147,3.3,116,1407.94
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,2868,3.89,27.289560876555,119,146,173,3.3,142,5963.200000000001
79029,GLASS HONEYPOT WASP CATCHER,2863,3.88,36.65864959888653,160,187,214,3.29,183,5100.45
23349,ROLL WRAP VINTAGE CHRISTMAS,2857,3.87,37.29734296254445,163,190,217,3.29,186,3462.89
23168,CLASSIC SUGAR DISPENSER,2850,3.86,24.717075006964283,108,135,162,3.28,131,3285.67
82001S,VINYL RECORD FRAME SILVER,2849,3.86,24.30859890524656,106,133,160,3.28,129,9879.67
21650,ASSORTED TUTTI FRUTTI BRACELET,2847,3.86,42.33913254952167,185,212,239,3.28,208,863.39
21491,SET OF THREE VINTAGE GIFT WRAPS,2846,3.86,39.83256975698879,174,201,228,3.28,197,5204.099999999999
23507,MINI PLAYING CARDS BUFFALO BILL ,2841,3.85,136.1273954716257,594,621,648,3.27,617,1129.02
22048,BIRTHDAY BANQUET GIFT WRAP,2840,3.85,21.97651093706717,96,123,150,3.27,119,1176.8
20751,FUNKY WASHING UP GLOVES ASSORTED,2834,3.84,10.517571277254431,46,73,100,3.26,69,5857.92
51008,AFGHAN SLIPPER SOCK PAIR,2828,3.83,86.09839967287144,376,403,430,3.25,399,9051.6
22129,PARTY CONES CANDY TREE DECORATION,2818,3.82,45.925652611210296,200,227,253,3.24,223,2242.04
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,2817,3.82,34.32518055017308,150,177,203,3.24,173,1755.81
22040,BOTANICAL ROSE GIFT WRAP,2815,3.81,41.2072022313075,180,207,233,3.23,203,1144.3
85216,ASSORTED CAKES FRIDGE MAGNETS,2808,3.8,32.906869631818786,144,171,197,3.23,167,1756.0800000000002
22566,"FELTCRAFT HAIRBAND S/2, PINK/PURPLE",2807,3.8,56.653957017395165,247,274,300,3.23,270,2300.15
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,2806,3.8,23.083292831833997,101,128,154,3.23,124,6728.7
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,2805,3.8,28.363091727410175,124,151,177,3.23,147,10897.05
23210,WHITE ROCKING HORSE HAND PAINTED,2803,3.8,35.73157443203987,156,183,209,3.23,179,3377.75
85212,MINI PAINTED GARDEN DECORATION ,2803,3.8,58.7970343203638,257,284,310,3.23,280,1022.0699999999999
22731,3D CHRISTMAS STAMPS STICKERS ,2795,3.79,28.553174129340018,125,152,178,3.22,148,3453.43
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,2793,3.78,20.983093427571877,92,118,145,3.21,114,8213.59
22098,BOUDOIR SQUARE TISSUE BOX,2789,3.78,34.904391912887434,152,178,205,3.21,174,1735.72
23367,SET 12 COLOUR PENCILS SPACEBOY ,2785,3.77,52.879286166443634,231,257,284,3.2,253,1807.8500000000001
21789,KIDS RAIN MAC PINK,2782,3.77,23.16756179532559,101,127,154,3.2,123,2269.48
84509F,NEW ENGLAND PLACEMATS,2776,3.76,431.6730461549244,1884,1910,1937,3.19,1906,2418.0
22709,WRAP WEDDING DAY,2775,3.76,50.44291672001354,220,246,273,3.19,242,1089.5
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,2760,3.74,59.77168299496269,261,287,313,3.18,283,1611.86
23313,VINTAGE CHRISTMAS BUNTING,2755,3.73,28.750684311757237,126,152,178,3.17,148,12994.77
21077,SET/20 WOODLAND PAPER NAPKINS ,2748,3.72,70.17104247591264,306,332,358,3.16,328,1993.08
22508,DOORSTOP RETROSPOT HEART,2741,3.71,41.00122645799936,179,205,231,3.15,201,10456.0
22672,FRENCH BATHROOM SIGN BLUE METAL,2739,3.71,21.615937079678194,94,120,146,3.15,116,4409.07
21680,WOODLAND  STICKERS,2730,3.7,37.45053673213582,163,189,215,3.14,185,2245.62
21217,RED SPOTTY ROUND CAKE TINS,2727,3.7,10.162442989987813,44,70,96,3.14,66,25879.65
22115,METAL SIGN EMPIRE TEA,2726,3.69,26.170526897402137,114,140,166,3.13,136,4689.68
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2725,3.69,29.547658835825704,129,155,181,3.13,151,5477.740000000001
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,2725,3.69,12.56401406374455,55,81,107,3.13,77,3924.6499999999996
22899,CHILDRENS APRON DOLLY GIRL ,2724,3.69,18.03021340200329,79,105,131,3.13,101,5482.58
23506,MINI PLAYING CARDS SPACEBOY ,2718,3.68,92.2969117837213,403,429,455,3.12,425,1116.36
21803,CHRISTMAS TREE STAR DECORATION,2717,3.68,28.83614973121411,126,152,178,3.12,148,1141.1399999999999
85015,SET OF 12  VINTAGE POSTCARD SET,2717,3.68,34.781460578877365,152,178,204,3.12,174,2267.47
21563,RED HEART SHAPE LOVE BUCKET ,2714,3.68,29.11485329758133,127,153,179,3.12,149,6447.22
22433,WATERING CAN GREEN DINOSAUR,2713,3.68,19.859982936906473,87,113,139,3.12,109,4906.07
21278,VINTAGE KITCHEN PRINT PUDDINGS,2707,3.67,206.4922045408265,901,927,952,3.12,923,1382.8500000000001
21745,GAOLERS KEYS DECORATIVE GARDEN ,2707,3.67,20.91031236895748,91,117,142,3.12,113,9110.65
22989,SET 2 PANTRY DESIGN TEA TOWELS,2697,3.65,36.44682820854559,159,185,210,3.1,181,8323.17
23306,SET OF 36 DOILIES PANTRY DESIGN,2692,3.65,35.454771787318585,155,181,206,3.1,177,3819.9399999999996
22588,CARDHOLDER GINGHAM HEART,2691,3.65,18.91379772604927,83,109,134,3.1,105,6878.91
20966,SANDWICH BATH SPONGE,2690,3.64,25.810310761087454,113,138,164,3.09,135,3324.5
37444A,YELLOW BREAKFAST CUP AND SAUCER,2688,3.64,354.63728816051787,1548,1573,1599,3.09,1570,439.84
47587A,PINK FAIRY CAKE COASTER,2676,3.63,836.0606608203908,3650,3675,3701,3.08,3672,1049.6399999999999
85042,ANTIQUE LILY FAIRY LIGHTS,2669,3.62,22.852453152936015,100,125,151,3.07,121,12085.95
23445,ICE CREAM BUBBLES,2667,3.61,46.889298277610045,205,230,256,3.06,226,2147.6099999999997
23173,REGENCY TEAPOT ROSES ,2666,3.61,55.86233631080557,244,269,295,3.06,265,23073.32
22285,"DECORATION HEN ON NEST, HANGING",2663,3.61,38.93551626481612,170,195,221,3.06,191,4081.35
22815,CARD PSYCHEDELIC APPLES,2662,3.61,15.253381554755709,67,92,118,3.06,88,1100.76
22327,ROUND SNACK BOXES SET OF 4 SKULLS,2661,3.61,14.392040814767848,63,88,114,3.06,84,7537.950000000001
22715,CARD WEDDING DAY,2658,3.6,19.263053560571503,84,109,134,3.06,105,1086.1200000000001
22292,"SPRING DEC , HANGING CHICK  YELLOW",2652,3.59,44.610776982253796,195,220,245,3.05,216,3550.2
22746,POPPY'S PLAYHOUSE LIVINGROOM ,2651,3.59,23.296427107643257,102,127,152,3.05,123,5422.22
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,2651,3.59,37.54122178796707,164,189,214,3.05,185,3128.71
